Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
smirk kaomoji,66,66,170,10,0.00,https://emojidb.org/freaky-smirk-emojis,0,0,0.00,0.33,104,"80, 80, 65, 80, 80, 65, 53, 65, 65, 80, 80, 80",2026-06-07,Related searches,navigational,Organic
smirk kaomoji,71,71,170,10,0.00,https://emojidb.org/smile-kaomoji-emojis,0,0,0.00,0.33,104,"80, 80, 65, 80, 80, 65, 53, 65, 65, 80, 80, 80",2026-06-07,Related searches,navigational,Organic
smirk kaomoji,74,74,170,10,0.00,https://emojidb.org/smug-kaomoji-emojis,0,0,0.00,0.33,104,"80, 80, 65, 80, 80, 65, 53, 65, 65, 80, 80, 80",2026-06-07,Related searches,navigational,Organic
smirk kaomoji,78,78,170,10,0.00,https://emojidb.org/sarcastic-kaomoji-emojis,0,0,0.00,0.33,104,"80, 80, 65, 80, 80, 65, 53, 65, 65, 80, 80, 80",2026-06-07,Related searches,navigational,Organic
smirk kaomoji,83,83,170,10,0.00,https://emojidb.org/smirk-ascii-emojis,0,0,0.00,0.33,104,"80, 80, 65, 80, 80, 65, 53, 65, 65, 80, 80, 80",2026-06-07,Related searches,navigational,Organic
smirk kaomoji,86,86,170,10,0.00,https://emojidb.org/smirk-kaomogi-emojis,0,0,0.00,0.33,104,"80, 80, 65, 80, 80, 65, 53, 65, 65, 80, 80, 80",2026-06-07,Related searches,navigational,Organic
dia de muertos emojis,2,2,40,10,0.00,https://emojidb.org/d%C3%ADa-de-muertos-emojis,5,0,0.00,0.33,89,"11, 11, 11, 11, 11, 11, 11, 11, 11, 64, 100, 11",2026-05-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
dia de muertos emojis,10,10,40,10,0.00,https://emojidb.org/dia-de-muertos-emojis,0,0,0.00,0.33,89,"11, 11, 11, 11, 11, 11, 11, 11, 11, 64, 100, 11",2026-05-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
dia de muertos emojis,22,22,40,10,0.00,https://emojidb.org/dia-de-los-muertos-emojis,0,0,0.00,0.33,89,"11, 11, 11, 11, 11, 11, 11, 11, 11, 64, 100, 11",2026-05-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
dia de muertos emojis,41,41,40,10,0.00,https://emojidb.org/day-of-the-dead-emojis,0,0,0.00,0.33,89,"11, 11, 11, 11, 11, 11, 11, 11, 11, 64, 100, 11",2026-05-08,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
cursive s copy and paste,12,12,110,10,0.00,https://emojidb.org/cursive-s-emojis,0,0,0.00,0.02,164,"66, 52, 52, 66, 66, 52, 52, 52, 66, 52, 52, 52",2026-06-08,"Video, Related searches",informational,Organic
cursive s copy and paste,37,37,110,10,0.00,https://emojidb.org/cursive-emojis,0,0,0.00,0.02,164,"66, 52, 52, 66, 66, 52, 52, 52, 66, 52, 52, 52",2026-06-08,"Video, Related searches",informational,Organic
cursive s copy and paste,94,94,110,10,0.00,https://emojidb.org/s-cursive-emojis,0,0,0.00,0.02,164,"66, 52, 52, 66, 66, 52, 52, 52, 66, 52, 52, 52",2026-06-08,"Video, Related searches",informational,Organic
tiktok logo gif,52,52,90,10,0.00,https://emojidb.org/tiktok-logo-emojis,0,0,0.00,0,105,"52, 33, 52, 42, 52, 52, 42, 52, 52, 52, 42, 33",2026-05-23,"Image pack, Video, Image, Related searches",informational,Organic
tiktok logo gif,60,60,90,10,0.00,https://emojidb.org/tiktok-logo-emojis,0,0,0.00,0,105,"52, 33, 52, 42, 52, 52, 42, 52, 52, 52, 42, 33",2026-05-23,"Image pack, Video, Image, Related searches",informational,Organic
goth cross meaning,47,47,110,10,0.00,https://emojidb.org/gothic-cross-emojis,0,0,0.00,0.33,120,"7, 7, 7, 7, 7, 7, 7, 100, 100, 80, 65, 80",2026-06-08,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
head bashing,41,41,90,10,0.00,https://emojidb.org/head-banging-emojis,0,0,0.00,0.33,114,"18, 14, 10, 14, 18, 14, 18, 18, 18, 18, 22, 22",2026-06-07,"Image pack, Sitelinks, Video, Image, People also ask, AI overview",informational,Organic
typewriter emoji copy and paste,2,2,40,10,0.00,https://emojidb.org/typewriter-emojis,5,0,0.00,0.33,35800,"11, 11, 23, 11, 11, 11, 11, 100, 23, 11, 11, 11",2026-04-18,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
typewriter emoji copy and paste,5,5,40,10,0.00,https://emojidb.org/emoji-typewriter-emojis,0,0,0.00,0.33,35800,"11, 11, 23, 11, 11, 11, 11, 100, 23, 11, 11, 11",2026-04-18,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
typewriter emoji copy and paste,18,18,40,10,0.00,https://emojidb.org/emoji-typewriter-emojis,0,0,0.00,0.33,35800,"11, 11, 23, 11, 11, 11, 11, 100, 23, 11, 11, 11",2026-04-18,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
typewriter emoji copy and paste,45,45,40,10,0.00,https://emojidb.org/a-typewriter-emojis,0,0,0.00,0.33,35800,"11, 11, 23, 11, 11, 11, 11, 100, 23, 11, 11, 11",2026-04-18,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
typewriter emoji copy and paste,62,62,40,10,0.00,https://emojidb.org/font-typewriter-emojis,0,0,0.00,0.33,35800,"11, 11, 23, 11, 11, 11, 11, 100, 23, 11, 11, 11",2026-04-18,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
crying kaomoji,3,3,2400,10,0.00,https://emojidb.org/happy-crying-kaomoji-emojis,196,0.02,0.00,0.33,99,"82, 82, 65, 65, 82, 82, 100, 82, 82, 82, 82, 100",2026-06-07,"Video, Image, Related searches",informational,Organic
crying kaomoji,22,22,2400,10,0.00,https://emojidb.org/crying-kaomoji-emojis,3,0,0.00,0.33,99,"82, 82, 65, 65, 82, 82, 100, 82, 82, 82, 82, 100",2026-06-07,"Video, Image, Related searches",informational,Organic
crying kaomoji,40,40,2400,10,0.00,https://emojidb.org/crying-emojis,0,0,0.00,0.33,99,"82, 82, 65, 65, 82, 82, 100, 82, 82, 82, 82, 100",2026-06-07,"Video, Image, Related searches",informational,Organic
crying kaomoji,48,48,2400,10,0.00,https://emojidb.org/kaomoji-cry-emojis,0,0,0.00,0.33,99,"82, 82, 65, 65, 82, 82, 100, 82, 82, 82, 82, 100",2026-06-07,"Video, Image, Related searches",informational,Organic
crying kaomoji,55,55,2400,10,0.00,https://emojidb.org/kaomoji-cry-emojis,0,0,0.00,0.33,99,"82, 82, 65, 65, 82, 82, 100, 82, 82, 82, 82, 100",2026-06-07,"Video, Image, Related searches",informational,Organic
crying kaomoji,63,63,2400,10,0.00,https://emojidb.org/cry-kaomoji-emojis,0,0,0.00,0.33,99,"82, 82, 65, 65, 82, 82, 100, 82, 82, 82, 82, 100",2026-06-07,"Video, Image, Related searches",informational,Organic
crying kaomoji,64,64,2400,10,0.00,https://emojidb.org/cry-emojis,0,0,0.00,0.33,99,"82, 82, 65, 65, 82, 82, 100, 82, 82, 82, 82, 100",2026-06-07,"Video, Image, Related searches",informational,Organic
crying kaomoji,66,66,2400,10,0.00,https://emojidb.org/kaomoi-crying-emojis,0,0,0.00,0.33,99,"82, 82, 65, 65, 82, 82, 100, 82, 82, 82, 82, 100",2026-06-07,"Video, Image, Related searches",informational,Organic
salt bae emoji,36,36,40,10,0.00,https://emojidb.org/bread-salt-emojis,0,0,0.00,0.33,81,"14, 14, 14, 14, 14, 14, 14, 14, 78, 14, 78, 14",2026-05-15,"Image pack, Video, Image, People also ask",informational,Organic
salt bae emoji,40,40,40,10,0.00,https://emojidb.org/salt-emojis,0,0,0.00,0.33,81,"14, 14, 14, 14, 14, 14, 14, 14, 78, 14, 78, 14",2026-05-15,"Image pack, Video, Image, People also ask",informational,Organic
crab emoticon,4,4,40,10,0.00,https://emojidb.org/crab-emojis,1,0,0.00,0.33,800000,"2, 2, 2, 2, 2, 12, 19, 2, 2, 2, 2, 2",2026-04-19,"Image pack, Video, Image, Related searches",informational,Organic
crab emoticon,76,76,40,10,0.00,https://emojidb.org/crabs-emojis,0,0,0.00,0.33,800000,"2, 2, 2, 2, 2, 12, 19, 2, 2, 2, 2, 2",2026-04-19,"Image pack, Video, Image, Related searches",informational,Organic
crab emoticon,78,78,40,10,0.00,https://emojidb.org/crab-text-emojis,0,0,0.00,0.33,800000,"2, 2, 2, 2, 2, 12, 19, 2, 2, 2, 2, 2",2026-04-19,"Image pack, Video, Image, Related searches",informational,Organic
emoji bangladesh,18,18,70,10,0.00,https://emojidb.org/bangladesh-emojis,0,0,0.00,0,103,"0, 11, 11, 0, 11, 64, 29, 41, 64, 64, 100, 82",2026-05-20,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
emoji bangladesh,47,47,70,10,0.00,https://emojidb.org/bangladesh-flag-emojis,0,0,0.00,0,103,"0, 11, 11, 0, 11, 64, 29, 41, 64, 64, 100, 82",2026-05-20,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
emoji bangladesh,63,63,70,10,0.00,https://emojidb.org/bangladesh-bangladesh-emojis,0,0,0.00,0,103,"0, 11, 11, 0, 11, 64, 29, 41, 64, 64, 100, 82",2026-05-20,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
emoji bangladesh,80,80,70,10,0.00,https://emojidb.org/bd-flag-emojis,0,0,0.00,0,103,"0, 11, 11, 0, 11, 64, 29, 41, 64, 64, 100, 82",2026-05-20,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
the weeknd copy and paste,4,4,50,10,0.00,https://emojidb.org/the-weeknd-emojis,3,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,16,16,50,10,0.00,https://emojidb.org/o-the-weeknd-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,26,26,50,10,0.00,https://emojidb.org/xo-the-weeknd-symbol-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,32,32,50,10,0.00,https://emojidb.org/xo-the-weeknd-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,37,37,50,10,0.00,https://emojidb.org/do-the-weeknd-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,39,39,50,10,0.00,https://emojidb.org/the-weeknd-trilogy-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,42,42,50,10,0.00,https://emojidb.org/the-weeknd-xo-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,45,45,50,10,0.00,https://emojidb.org/the-weeknd-xo-symbol-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,49,49,50,10,0.00,https://emojidb.org/the-weeknd-starboy-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,52,52,50,10,0.00,https://emojidb.org/the-weeknd-xo-logo-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,55,55,50,10,0.00,https://emojidb.org/the-weeknd-lyrics-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,57,57,50,10,0.00,https://emojidb.org/xo-the-weeknd-font-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,59,59,50,10,0.00,https://emojidb.org/xo-the-weeknd-logo-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,60,60,50,10,0.00,https://emojidb.org/the-weeknd-aesthetic-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
the weeknd copy and paste,61,61,50,10,0.00,https://emojidb.org/the-weeknd-after-hours-emojis,0,0,0.00,0.33,69,"18, 18, 18, 18, 18, 100, 18, 100, 100, 18, 100, 18",2026-05-07,"Sitelinks, Related searches","informational, transactional",Organic
l simbolos,2,2,70,10,0.00,https://emojidb.org/l-emojis,9,0,0.00,0.01,92000000,"100, 18, 27, 63, 63, 45, 45, 18, 100, 100, 100, 81",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
l simbolos,3,3,70,10,0.00,https://emojidb.org/letra-l-emojis,5,0,0.00,0.01,92000000,"100, 18, 27, 63, 63, 45, 45, 18, 100, 100, 100, 81",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
l simbolos,49,49,70,10,0.00,https://emojidb.org/simbolos-aesthetic-emojis,0,0,0.00,0.01,92000000,"100, 18, 27, 63, 63, 45, 45, 18, 100, 100, 100, 81",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
l simbolos,97,97,70,10,0.00,https://emojidb.org/simbolos-emojis,0,0,0.00,0.01,92000000,"100, 18, 27, 63, 63, 45, 45, 18, 100, 100, 100, 81",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,3,3,70,10,0.00,https://emojidb.org/maroon-emojis,4,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,11,11,70,10,0.00,https://emojidb.org/maroon-aesthetic-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,22,22,70,10,0.00,https://emojidb.org/maroon-aesthetic-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,29,29,70,10,0.00,https://emojidb.org/maroon-desi-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,32,32,70,10,0.00,https://emojidb.org/aesthetic-maroon-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,35,35,70,10,0.00,https://emojidb.org/maroon-colour-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,39,39,70,10,0.00,https://emojidb.org/maroon-heart-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,45,45,70,10,0.00,https://emojidb.org/maroon-color-heart-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,48,48,70,10,0.00,https://emojidb.org/love-merah-maroon-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,50,50,70,10,0.00,https://emojidb.org/maroon-love-heart-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,54,54,70,10,0.00,https://emojidb.org/maroon-color-heart-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,57,57,70,10,0.00,https://emojidb.org/maroon-outfit-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,63,63,70,10,0.00,https://emojidb.org/aesthetic-maroon-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,76,76,70,10,0.00,https://emojidb.org/maroon-colour-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,83,83,70,10,0.00,https://emojidb.org/gold-maroon-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,89,89,70,10,0.00,https://emojidb.org/maroon-color-heart-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,93,93,70,10,0.00,https://emojidb.org/coquette-maroon-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
maroon emojis,96,96,70,10,0.00,https://emojidb.org/maroon-love-heart-emojis,0,0,0.00,0,1180000,"14, 14, 14, 14, 14, 50, 64, 78, 78, 100, 64, 64",2026-05-02,"Image pack, Video, Image, Related searches",informational,Organic
lead emoji,1,1,40,10,0.00,https://emojidb.org/lead-emojis,9,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,6,6,40,10,0.00,https://emojidb.org/lead-generation-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,16,16,40,10,0.00,https://emojidb.org/new-lead-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,28,28,40,10,0.00,https://emojidb.org/hot-leads-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,30,30,40,10,0.00,https://emojidb.org/lead-dev-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,32,32,40,10,0.00,https://emojidb.org/lead-qualification-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,33,33,40,10,0.00,https://emojidb.org/leading-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,34,34,40,10,0.00,https://emojidb.org/lead-astray-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,36,36,40,10,0.00,https://emojidb.org/%E3%80%8E%E3%80%8Flead-admin-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
lead emoji,62,62,40,10,0.00,https://emojidb.org/leads-emojis,0,0,0.00,0,36800000,"5, 3, 0, 5, 8, 3, 0, 0, 5, 0, 3, 3",2026-05-11,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
wrist cutting emoji,3,3,40,10,0.00,https://emojidb.org/slit-wrist-emojis,3,0,0.00,0.33,5270000,"18, 18, 100, 18, 18, 18, 18, 100, 18, 18, 18, 18",2026-05-07,Image,informational,Organic
wrist cutting emoji,14,14,40,10,0.00,https://emojidb.org/slit-wrist-emojis,0,0,0.00,0.33,5270000,"18, 18, 100, 18, 18, 18, 18, 100, 18, 18, 18, 18",2026-05-07,Image,informational,Organic
wrist cutting emoji,46,46,40,10,0.00,https://emojidb.org/wrist-emojis,0,0,0.00,0.33,5270000,"18, 18, 100, 18, 18, 18, 18, 100, 18, 18, 18, 18",2026-05-07,Image,informational,Organic
paypal emoji,2,2,70,10,0.00,https://emojidb.org/paypal-emojis,9,0,0.00,0.33,7430000,"23, 17, 35, 5, 5, 28, 5, 5, 5, 100, 5, 5",2026-04-25,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
paypal emoji,52,52,70,10,0.00,https://emojidb.org/paypal-logo-emojis,0,0,0.00,0.33,7430000,"23, 17, 35, 5, 5, 28, 5, 5, 5, 100, 5, 5",2026-04-25,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
paypal emoji,70,70,70,10,0.00,https://emojidb.org/mobile-paypal-emojis,0,0,0.00,0.33,7430000,"23, 17, 35, 5, 5, 28, 5, 5, 5, 100, 5, 5",2026-04-25,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
paypal emoji,85,85,70,10,0.00,https://emojidb.org/paypal-ascii-art-emojis,0,0,0.00,0.33,7430000,"23, 17, 35, 5, 5, 28, 5, 5, 5, 100, 5, 5",2026-04-25,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
semicolon copy and paste,2,2,50,10,0.00,https://emojidb.org/semicolon-emojis,2,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,11,11,50,10,0.00,https://emojidb.org/semi-colon-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,31,31,50,10,0.00,https://emojidb.org/simbol-semicolon-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,38,38,50,10,0.00,https://emojidb.org/bold-semicolon-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,46,46,50,10,0.00,https://emojidb.org/simbol-semicolon-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,51,51,50,10,0.00,https://emojidb.org/bold-semicolon-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,57,57,50,10,0.00,https://emojidb.org/butterfly-with-semicolon-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,59,59,50,10,0.00,https://emojidb.org/semicolon-butterfly-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,60,60,50,10,0.00,https://emojidb.org/semicolon-big-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,61,61,50,10,0.00,https://emojidb.org/semicolon-big-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,63,63,50,10,0.00,https://emojidb.org/semi-colon-butterfly-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
semicolon copy and paste,65,65,50,10,0.00,https://emojidb.org/tulisan-semicolon-emojis,0,0,0.00,0.33,71,"11, 11, 11, 11, 11, 11, 100, 11, 100, 52, 11, 11",2026-05-19,"Video, People also ask, Related searches",informational,Organic
fancy exclamation mark,4,4,170,10,0.00,https://emojidb.org/exclamation-mark-emojis,7,0,0.00,0,130,"53, 42, 42, 53, 80, 53, 42, 80, 80, 65, 80, 100",2026-05-10,"Image pack, Video, Image, Related searches",informational,Organic
fancy exclamation mark,23,23,170,10,0.00,https://emojidb.org/exclamation-point-emojis,0,0,0.00,0,130,"53, 42, 42, 53, 80, 53, 42, 80, 80, 65, 80, 100",2026-05-10,"Image pack, Video, Image, Related searches",informational,Organic
spider-man emojis,1,1,50,10,0.00,https://emojidb.org/spider-man-emojis,12,0,0.00,0.33,123,"0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0",2026-05-30,"Sitelinks, Video, Related searches",informational,Organic
spider-man emojis,12,12,50,10,0.00,https://emojidb.org/spiderman-emojis,0,0,0.00,0.33,123,"0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0",2026-05-30,"Sitelinks, Video, Related searches",informational,Organic
spider-man emojis,44,44,50,10,0.00,https://emojidb.org/black-spiderman-emojis,0,0,0.00,0.33,123,"0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0",2026-05-30,"Sitelinks, Video, Related searches",informational,Organic
spider-man emojis,55,55,50,10,0.00,https://emojidb.org/spider-man%3A-emojis,0,0,0.00,0.33,123,"0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0",2026-05-30,"Sitelinks, Video, Related searches",informational,Organic
spider-man emojis,64,64,50,10,0.00,https://emojidb.org/spiderman-%F0%9F%95%B8-emojis,0,0,0.00,0.33,123,"0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0",2026-05-30,"Sitelinks, Video, Related searches",informational,Organic
spider-man emojis,75,75,50,10,0.00,https://emojidb.org/spiderman-%F0%9F%95%B8-emojis,0,0,0.00,0.33,123,"0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 0",2026-05-30,"Sitelinks, Video, Related searches",informational,Organic
